Electoral district number,Electoral district name,Political affiliation (2015),% Votes obtained (2015)
59024,Prince George--Peace River--Northern Rockies,Conservative,52.5
59025,Richmond Centre,Green Party,2.9
59025,Richmond Centre,NDP-New Democratic Party,11.5
59025,Richmond Centre,Conservative,44.2
59025,Richmond Centre,Liberal,41.4
59026,Esquimalt--Saanich--Sooke,NDP-New Democratic Party,35
59026,Esquimalt--Saanich--Sooke,Green Party,19.9
59026,Esquimalt--Saanich--Sooke,Conservative,17.5
59026,Esquimalt--Saanich--Sooke,Liberal,27.4
59026,Esquimalt--Saanich--Sooke,Communist,0.2
59027,Saanich--Gulf Islands,Conservative,19.5
59027,Saanich--Gulf Islands,NDP-New Democratic Party,9.1
59027,Saanich--Gulf Islands,Liberal,16.7
59027,Saanich--Gulf Islands,Green Party,54.4
59027,Saanich--Gulf Islands,Libertarian,0.4
59028,Skeena--Bulkley Valley,NDP-New Democratic Party,51.1
59028,Skeena--Bulkley Valley,Liberal,18.7
59028,Skeena--Bulkley Valley,Conservative,24.8
59028,Skeena--Bulkley Valley,Green Party,3.6
59028,Skeena--Bulkley Valley,Christian Heritage Party,1.8
59029,South Okanagan--West Kootenay,NDP-New Democratic Party,37.3
59029,South Okanagan--West Kootenay,Liberal,28.1
59029,South Okanagan--West Kootenay,Independent,0.6
59029,South Okanagan--West Kootenay,Conservative,29.8
59029,South Okanagan--West Kootenay,Green Party,4.2
59030,South Surrey--White Rock,Green Party,3.4
59030,South Surrey--White Rock,Liberal,41.5
59030,South Surrey--White Rock,NDP-New Democratic Party,10.4
59030,South Surrey--White Rock,Libertarian,0.5
59030,South Surrey--White Rock,PC Party,0.2
59030,South Surrey--White Rock,Conservative,44
59031,Steveston--Richmond East,Conservative,38.5
59031,Steveston--Richmond East,Liberal,45.1
59031,Steveston--Richmond East,Green Party,3.7
59031,Steveston--Richmond East,NDP-New Democratic Party,12.1
59031,Steveston--Richmond East,Libertarian,0.6
59032,Surrey Centre,Green Party,3.5
59032,Surrey Centre,Communist,0.3
59032,Surrey Centre,Christian Heritage Party,1.3
59032,Surrey Centre,NDP-New Democratic Party,30.1
59032,Surrey Centre,Liberal,45.1
59032,Surrey Centre,Conservative,19.8
59033,Surrey--Newton,Liberal,56
59033,Surrey--Newton,Green Party,2.2
59033,Surrey--Newton,NDP-New Democratic Party,26.1
59033,Surrey--Newton,Conservative,15.7
59034,Vancouver Centre,Conservative,16.9
59034,Vancouver Centre,NDP-New Democratic Party,20
59034,Vancouver Centre,Green Party,5.8
59034,Vancouver Centre,Libertarian,1.1
59034,Vancouver Centre,Liberal,56.1
59034,Vancouver Centre,Marxist-Leninist,0.1
59035,Vancouver East,Marxist-Leninist,0.4
59035,Vancouver East,NDP-New Democratic Party,49.9
59035,Vancouver East,Conservative,10.8
59035,Vancouver East,Communist,0.9
59035,Vancouver East,Independent,0.4
59035,Vancouver East,Green Party,9.2
59035,Vancouver East,Pirate,0.3
59035,Vancouver East,Liberal,28.2
59036,Vancouver Granville,Green Party,3.1
59036,Vancouver Granville,Conservative,26.1
59036,Vancouver Granville,NDP-New Democratic Party,26.9
59036,Vancouver Granville,Liberal,43.9
59037,North Island--Powell River,NDP-New Democratic Party,40.2
59037,North Island--Powell River,Green Party,8.2
59037,North Island--Powell River,Liberal,25.5
59037,North Island--Powell River,Conservative,26.2
59038,Vancouver Kingsway,Communist,1
59038,Vancouver Kingsway,NDP-New Democratic Party,45.7
59038,Vancouver Kingsway,Libertarian,1
59038,Vancouver Kingsway,Liberal,27.8
59038,Vancouver Kingsway,Green Party,3.3
59038,Vancouver Kingsway,Marxist-Leninist,0.2
59038,Vancouver Kingsway,Conservative,21
59039,Vancouver Quadra,NDP-New Democratic Party,10.9
59039,Vancouver Quadra,Radical Marijuana,0.1
59039,Vancouver Quadra,Independent,0.1
59039,Vancouver Quadra,Green Party,4.2
59039,Vancouver Quadra,Conservative,25.8
59039,Vancouver Quadra,Liberal,58.7
59039,Vancouver Quadra,Pirate,0.2
59040,Vancouver South,Marxist-Leninist,0.4
59040,Vancouver South,PC Party,0.4
59040,Vancouver South,Green Party,2.6
59040,Vancouver South,NDP-New Democratic Party,14
59040,Vancouver South,Liberal,48.8
59040,Vancouver South,Conservative,33.9
59041,Victoria,Independent,0.2
59041,Victoria,Libertarian,0.7
59041,Victoria,NDP-New Democratic Party,42.3
59041,Victoria,Animal Alliance/Environment Voters,0.3
59041,Victoria,Conservative,11.8
59041,Victoria,Green Party,32.9
59041,Victoria,Liberal,11.8
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,Marxist-Leninist,0.2
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,Liberal,54.6
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,Radical Marijuana,0.3
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,NDP-New Democratic Party,9.9
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,Green Party,8.9
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,Conservative,26.2
60001,Yukon,NDP-New Democratic Party,19.4
60001,Yukon,Liberal,53.7
60001,Yukon,Conservative,24.3
60001,Yukon,Green Party,2.6
61001,Northwest Territories,NDP-New Democratic Party,30.5
61001,Northwest Territories,Liberal,48.3
61001,Northwest Territories,Green Party,2.8
61001,Northwest Territories,Conservative,18.3
62001,Nunavut,Conservative,24.8
62001,Nunavut,NDP-New Democratic Party,26.6
62001,Nunavut,Green Party,1.5
62001,Nunavut,Liberal,47.1
